Gname,Site,Location,Year,Season,Rep,RowBlock,ColBlock,DFL,PH,TN,BLAST,BLS,BLB,TUNGRO,YLD
Gen1,Site1,Loc1,Year1,DS,R1,1,1,102.589372,122.6784966,13.11583599,3.588265988,3.565839126,5.145602195,6.312183866,7.903111401
Gen2,Site1,Loc1,Year1,DS,R1,2,1,95.25771374,98.85024935,12.22581083,5.569168266,5.39193849,5.660230786,3.02383078,9.896639521
Gen3,Site1,Loc1,Year1,DS,R1,3,1,98.18553078,101.6974499,13.24557642,6.24357872,5.028561228,3.75186174,4.73302938,6.355458484
Gen4,Site1,Loc1,Year1,DS,R1,4,1,110.0702063,98.16609357,13.33342276,4.99271549,5.148682329,4.610330688,2.935225858,6.104423561
Gen5,Site1,Loc1,Year1,DS,R1,5,1,118.3393,95.0608467,10.69005068,4.700038522,4.668150459,4.095931617,4.553407948,7.650888644
Gen6,Site1,Loc1,Year1,DS,R1,6,1,91.00854501,89.02304918,12.67122071,4.994360163,5.072966223,4.80455814,5.84410435,8.409538448
Gen7,Site1,Loc1,Year1,DS,R1,7,1,95.35755384,100.5267496,11.22398537,5.177509484,5.059208431,4.247010044,5.011547256,8.828224249
Gen8,Site1,Loc1,Year1,DS,R1,8,1,107.1813947,110.2788859,13.92257014,5.925081444,4.807621171,5.845760459,4.479483287,6.861712495
Gen9,Site1,Loc1,Year1,DS,R1,9,1,100.0288531,100.55691,13.0428579,4.92106917,4.903945511,5.171335488,4.713956913,6.731787886
Gen10,Site1,Loc1,Year1,DS,R1,10,1,94.87491554,111.3691221,10.60604642,5.180996052,4.7085827,2.428051285,5.264784018,8.268821581
Gen11,Site1,Loc1,Year1,DS,R1,11,1,90.78401421,92.02807996,10.98282523,4.143003948,5.056713078,5.019689709,4.878853047,8.790542012
Gen12,Site1,Loc1,Year1,DS,R1,12,1,96.2930169,95.69437231,13.85109302,4.721757253,5.791773154,3.721166664,7.019087371,7.322506231
Gen13,Site1,Loc1,Year1,DS,R1,13,1,106.048917,104.6587341,11.25353382,5.14075914,5.026512885,5.033096402,6.121081252,9.579112588
Gen14,Site1,Loc1,Year1,DS,R1,14,1,107.140223,86.27926499,13.95772815,4.926890333,6.281866998,4.088263809,5.34776306,9.27347898
Gen15,Site1,Loc1,Year1,DS,R1,15,1,86.06979591,108.0818176,12.13279212,4.506288734,6.107559255,4.516867576,6.076173311,9.258088167
Gen16,Site1,Loc1,Year1,DS,R1,16,1,103.6067595,99.8169346,12.25358592,4.285535904,4.495375632,5.233198481,6.23465107,7.065010922
Gen17,Site1,Loc1,Year1,DS,R1,17,1,105.9511517,96.43787787,12.93022997,7.338120546,5.292553799,4.892993553,5.919035175,9.354187461
Gen18,Site1,Loc1,Year1,DS,R1,18,1,121.7041562,98.20240115,12.10733939,5.826800875,5.566843705,6.611238959,4.539683251,7.211933181
Gen19,Site1,Loc1,Year1,DS,R1,19,1,118.9051585,96.55251194,12.91934465,3.967926361,4.761151473,6.481814911,3.780218321,8.433460714
Gen20,Site1,Loc1,Year1,DS,R1,20,1,126.9217321,93.67566233,12.17488644,5.221603338,5.0975819,4.885591328,3.011822938,6.93592736
Gen21,Site1,Loc1,Year1,DS,R1,1,2,112.4934987,111.1412406,12.38390766,6.633742238,5.774287302,5.135939735,5.390043403,7.786844274
Gen22,Site1,Loc1,Year1,DS,R1,2,2,108.7573756,106.6054875,11.64574923,6.417951857,5.022662462,5.12885328,3.295174902,7.501101793
Gen23,Site1,Loc1,Year1,DS,R1,3,2,125.8991286,92.77495753,11.93861129,5.625072764,5.085903375,4.897710115,5.115674631,7.590075127
Gen24,Site1,Loc1,Year1,DS,R1,4,2,99.23723451,99.05714764,12.19490744,6.784629864,3.776561898,4.80282494,4.894224516,11.20337346
Gen25,Site1,Loc1,Year1,DS,R1,5,2,94.60539153,98.87086218,12.3937577,3.999969099,7.580526089,4.875669399,6.315279465,8.624803323
Gen26,Site1,Loc1,Year1,DS,R1,6,2,110.1715032,108.0773064,14.82605,3.072994687,5.293397356,3.279253341,5.445429418,8.220414046
Gen27,Site1,Loc1,Year1,DS,R1,7,2,115.4521761,106.2350589,13.92442319,6.291612442,5.967573884,3.295702092,5.009102439,6.295839893
Gen28,Site1,Loc1,Year1,DS,R1,8,2,114.9746431,101.975103,11.87298224,4.914946371,4.784235162,4.95847739,4.068416328,8.439565899
Gen29,Site1,Loc1,Year1,DS,R1,9,2,121.453569,93.49115364,11.21481572,5.056419774,6.760536681,5.735634511,5.868867065,6.62032659
Gen30,Site1,Loc1,Year1,DS,R1,10,2,111.7951122,83.8987814,10.04750787,4.353462624,4.328624774,4.960195822,5.524456053,8.373164116
Gen31,Site1,Loc1,Year1,DS,R1,11,2,117.0002711,94.06474658,13.40154184,4.871592476,3.285987806,5.006190776,4.787093496,10.51735261
Gen32,Site1,Loc1,Year1,DS,R1,12,2,109.6873901,112.5328661,11.68530896,5.451359931,5.224388113,4.491658471,6.924267329,9.715045247
Gen33,Site1,Loc1,Year1,DS,R1,13,2,94.67900798,103.943508,11.64613321,4.564101713,4.340012689,4.30437386,2.892378145,9.282440091
Gen34,Site1,Loc1,Year1,DS,R1,14,2,103.2635874,98.0290279,11.06671871,5.537725055,4.512749125,3.580921222,5.352006816,7.545132055
Gen35,Site1,Loc1,Year1,DS,R1,15,2,91.31935135,109.657377,11.9861019,5.968460245,3.876976943,4.186840505,3.71041342,8.480318383
Gen36,Site1,Loc1,Year1,DS,R1,16,2,95.43246124,76.48491245,13.14761392,6.270564379,3.418759213,4.255319643,3.915724891,8.141562886
Gen37,Site1,Loc1,Year1,DS,R1,17,2,106.7077007,115.972183,11.29383689,6.801400544,5.136738234,4.411845842,3.949225737,8.271180491
Gen38,Site1,Loc1,Year1,DS,R1,18,2,82.630912,118.6717718,11.90282931,4.074785478,6.489128909,3.885679252,4.522573833,8.923351051
Gen39,Site1,Loc1,Year1,DS,R1,19,2,97.97051307,97.97426779,11.10394973,4.489882984,4.790634122,3.949338521,5.131298117,9.179119611
