Gname,Site,Location,Year,Season,Rep,RowBlock,ColBlock,DFL,PH,TN,BLAST,BLS,BLB,TUNGRO,YLD
Gen1,Site3,Loc3,Year1,DS,R1,1,1,91.70141347,105.1791141,12.08167509,4.781316502,6.525168349,4.885270278,6.380160477,8.013288826
Gen2,Site3,Loc3,Year1,DS,R1,2,1,93.27405172,93.89308133,13.69854657,5.135931736,3.703211536,6.406470619,4.801821038,8.003828059
Gen3,Site3,Loc3,Year1,DS,R1,3,1,93.69353753,100.5085433,11.0288753,4.839099945,3.160674503,5.148838392,5.390051546,8.360037283
Gen4,Site3,Loc3,Year1,DS,R1,4,1,89.44074835,74.9013771,12.3063052,5.373780887,4.764850319,6.229591678,5.218883198,7.582219817
Gen5,Site3,Loc3,Year1,DS,R1,5,1,89.24660553,98.26583891,11.49170925,3.793385603,6.183101767,4.507669945,5.03510403,7.428983158
Gen6,Site3,Loc3,Year1,DS,R1,6,1,106.0134637,83.16629588,11.62575264,3.816636854,5.835746008,4.773035923,6.170445069,7.282798298
Gen7,Site3,Loc3,Year1,DS,R1,7,1,103.9374153,98.30255919,12.64965056,3.903572723,5.670508235,3.87949738,4.306941636,10.63915556
Gen8,Site3,Loc3,Year1,DS,R1,8,1,103.7232416,107.1912903,13.19601861,4.870677407,5.152549796,5.482332284,6.826949514,10.61781667
Gen9,Site3,Loc3,Year1,DS,R1,9,1,99.032802,84.81731797,12.96726092,6.01296966,6.562729939,5.307874684,5.820926435,7.571113996
Gen10,Site3,Loc3,Year1,DS,R1,10,1,121.1830563,80.5424551,11.41755583,4.194754639,5.07864297,3.701683817,6.665001123,8.419971297
Gen11,Site3,Loc3,Year1,DS,R1,11,1,101.4682184,100.0861422,11.30603378,2.741550394,5.728751275,4.658534172,5.693327769,6.755633822
Gen12,Site3,Loc3,Year1,DS,R1,12,1,106.1831392,89.15593647,12.48236648,5.471183016,4.78159871,6.993396985,5.261032119,9.354009509
Gen13,Site3,Loc3,Year1,DS,R1,13,1,102.345533,107.8084973,12.17955841,4.037085434,7.167793082,4.897618545,5.58915935,10.03653945
Gen14,Site3,Loc3,Year1,DS,R1,14,1,117.5670765,100.3152324,11.58111335,4.152303428,4.601619361,5.599215878,5.866912241,7.508016345
Gen15,Site3,Loc3,Year1,DS,R1,15,1,102.1208333,85.64154136,13.32341512,4.864070005,4.680077529,4.038891547,2.157877763,8.620820692
Gen16,Site3,Loc3,Year1,DS,R1,16,1,94.54772151,125.1171742,11.59802847,5.471633522,4.274754086,6.060651009,5.942382498,8.518816562
Gen17,Site3,Loc3,Year1,DS,R1,17,1,95.4993213,96.17879971,12.80602174,5.507982646,5.574689061,8.036419041,3.45893863,6.994035113
Gen18,Site3,Loc3,Year1,DS,R1,18,1,84.94386833,92.90720009,11.55502423,3.477625769,5.499269346,4.437311264,5.343893623,8.865822169
Gen19,Site3,Loc3,Year1,DS,R1,19,1,99.17964404,88.0120844,12.17649537,2.55925315,5.543017382,5.03791899,5.790405718,7.79988534
Gen20,Site3,Loc3,Year1,DS,R1,20,1,108.4767014,122.1982461,12.85848246,5.168243308,3.462960287,5.841835945,5.068392539,6.175039907
Gen21,Site3,Loc3,Year1,DS,R1,1,2,88.82136689,91.97630626,11.81630315,3.636176831,5.994417538,5.321833454,5.277167507,7.426904469
Gen22,Site3,Loc3,Year1,DS,R1,2,2,120.5504955,89.70114256,11.01208891,6.24778945,4.713730055,5.396762251,3.502790179,10.47700816
